Searchable Tobacco Products Database data as of 08/05/2026

"Company","Product Name","Category","Sub-Category","Submission Type - Marketing Authority","Date of Action","Order Letter","Decision Summary","Environmental Assessment","FONSI","STN","Associated MRTP","Additional Information","Additional Information Link"
"BBK Tobacco & Foods LLP dba HBI International","Juicy Jay Black Magic 1 and 1/4","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Juicy Jay Trip 1 and 1/4","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Laramie 1/4 Yellow","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Lucky Irish 1/4","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","My Fing 1/4","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","My Fing KS","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW 1/2","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Cone 1/4 Box","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Cone 3 pck. Box 32","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Cone Box 800","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Cotton Filters","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW KS Conn Box 24","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW King Size Supreme","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Organic 1 and 1/4","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Organic 300 Leaves","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Organic Conn 1 and 1/4","Roll-Your-Own","","SE - Removed From Review","05/04/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Organic KS Conn","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Organic Rolls Box 24","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Organic Slim Box 50","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Rolls Box 12","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RAW Wide Tips","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Raw SW Double","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RooR 1.1/4","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","RooR KS Slim 50","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Skunkolated 1 and 1/4 Box 24","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Swan Blue","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Swan Paperless Tips","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Swan Paperless Tips Slim","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Swan Red","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Urban Wrap 1/4 Box 24","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Zen Effin 1 1/4","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Zen Menthol 100's","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"BBK Tobacco & Foods LLP dba HBI International","Zen SW","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Strawberry Kiwi","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909027","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Vanilla","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909028","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Watermelon","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909029","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Wet Cherry","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909030","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Wild Honey","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909031","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - XO Cognac","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909032","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Magnum - Apple Martini","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909033","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Magnum - Berries","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909051","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Magnum - Chocolate","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909052","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Magnum - Coconut Vanilla","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909053","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Magnum - Mint Chocolate","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909054","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Magnum - Strawberry Kiwi","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/23/2020","N/A","N/A","N/A","N/A","GF1909055","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Magnum - Wild Honey","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/24/2020","N/A","N/A","N/A","N/A","GF1909056","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Magnum - XO Cognac","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/24/2020","N/A","N/A","N/A","N/A","GF1909057","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Cosmopolitan","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/24/2020","N/A","N/A","N/A","N/A","GF1909066","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Gin & Juice","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/24/2020","N/A","N/A","N/A","N/A","GF1909067","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Grape-a-licious","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/24/2020","N/A","N/A","N/A","N/A","GF1909068","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Mello Mango","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/24/2020","N/A","N/A","N/A","N/A","GF1909069","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Peach Passion","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/24/2020","N/A","N/A","N/A","N/A","GF1909070","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Pina Colada","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/27/2020","N/A","N/A","N/A","N/A","GF1909071","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Purple","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/27/2020","N/A","N/A","N/A","N/A","GF1909072","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Berries","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/27/2020","N/A","N/A","N/A","N/A","GF1909080","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Blueberry Burst","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/27/2020","N/A","N/A","N/A","N/A","GF1909081","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Champagne","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/15/2020","N/A","N/A","N/A","N/A","GF1909082","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Chocolate","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/27/2020","N/A","N/A","N/A","N/A","GF1909083","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Platinum - Apple Martini","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/27/2020","N/A","N/A","N/A","N/A","GF1909117","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Cigarillo - Apple","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909575","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Cigarillo - Blueberry","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909576","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Blunt - Blueberry","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909577","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Blunt - Grape","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909578","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Blunt - Peach","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909579","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Cigarillo - Strawberry","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909580","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Cigarillo - Sweet","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/31/2020","N/A","N/A","N/A","N/A","GF1909581","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Blunt - Apple","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909582","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Blunt - Strawberry","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909583","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Blunt Master - Kush Reserve","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909584","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Blunt Master - Kush Purple","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909585","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Blunt Master - Watermelon","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909586","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Blunt Master - Honey","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909587","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Blunt Master - Kush Amsterdam","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909588","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Blunt Master - Vanilla","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909589","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Blunt - Sweet","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/31/2020","N/A","N/A","N/A","N/A","GF1909590","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Cigarillo - Peach","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909591","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Loaded Cigarillo - Grape","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","09/15/2020","N/A","N/A","N/A","N/A","GF1909592","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap Blunt Master - Blueberry","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","07/16/2020","N/A","N/A","N/A","N/A","GF1909593","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap 1 ¼ Orange","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap KS Slim Gold US non-foiled","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap KS Slim Silver US non-foiled","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap KSS Green Unbleached","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap KSS Snoop Dogg","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Blunt Wrap U.S.A., Inc.","Blunt Wrap KSS Whiz Khalifa","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - BERRIES","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0021835.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT WRAP NATURAL LEAF-BLUEBERRY","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022268.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - BERRIES","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022270.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - MANGO","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022271.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - BERRIES","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022273.PD2","","",""
"Blunt Wrap USA Inc.","JUICY - CHERRY VANILLA","Cigar","","SE - Substantially Equivalent Order","12/22/2023","-","-","-","-","SE0022274.PD2","","",""
"Blunt Wrap USA Inc.","Juicy - Raspberry","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022276.PD2","","",""
"Blunt Wrap USA Inc.","Show Diamond Wrap - Chocolate","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022293.PD2","","",""
"Blunt Wrap USA Inc.","Show Diamond Wrap - Pina Colada","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022295.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - VANILLA","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022296.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - GRAPE","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022297.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - GRAPE","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022298.PD2","","",""
"Blunt Wrap USA Inc.","LOADED NATURAL LEAF-BLUEBERRY","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022299.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - CHOCOLATE","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022312.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - MANGO","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022313.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - STRAWBERRY KIWI","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022317.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - VANILLA","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022319.PD2","","",""
"Blunt Wrap USA Inc.","Show Diamond Wrap - Purple","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022327.PD2","","",""
"Blunt Wrap USA Inc.","Show Diamond Wrap - Vanilla","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022329.PD2","","",""
"Blunt Wrap USA Inc.","Show Diamond Wrap - Watermelon","Cigar","Cigar Component","SE - Substantially Equivalent Order","12/22/2023","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-LTR-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-TPL-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-EA-SE0021835.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-B5-FONSI-SE0021835.pdf","SE0022330.PD2","","",""
