Searchable Tobacco Products Database data as of 08/05/2026

"Company","Product Name","Category","Sub-Category","Submission Type - Marketing Authority","Date of Action","Order Letter","Decision Summary","Environmental Assessment","FONSI","STN","Associated MRTP","Additional Information","Additional Information Link"
"S&M Brands, Inc.","Valu Time Filter Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003517_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003517","","",""
"S&M Brands, Inc.","Valu Time Filter Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003518_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003518","","",""
"S&M Brands, Inc.","Valu Time Gold 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003519_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003519","","",""
"S&M Brands, Inc.","Valu Time Gold Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003520_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003520","","",""
"S&M Brands, Inc.","Valu Time Menthol 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003521_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003521","","",""
"S&M Brands, Inc.","Valu Time Menthol Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003522_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003522","","",""
"S&M Brands, Inc.","Valu Time Silver 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003523_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003523","","",""
"S&M Brands, Inc.","Valu Time Teal Menthol 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003524_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003524","","",""
"S&M Brands, Inc.","Riverside Blue 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010338_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010338","","",""
"S&M Brands, Inc.","Riverside Blue Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010339_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010339","","",""
"S&M Brands, Inc.","Riverside Blue Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010340_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010340","","",""
"S&M Brands, Inc.","Riverside Filter 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010341_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010341","","",""
"S&M Brands, Inc.","Riverside Filter Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","https://www.accessdata.fda.gov/static/searchtobacco/2014/r_SE_Order_SE0010342_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010342","","",""
"S&M Brands, Inc.","Riverside Filter Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010343_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010343","","",""
"S&M Brands, Inc.","Riverside Menthol 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010344_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010344","","",""
"S&M Brands, Inc.","Riverside Menthol Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010345_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010345","","",""
"S&M Brands, Inc.","Riverside Menthol Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010346_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010346","","",""
"S&M Brands, Inc.","Riverside Silver 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010347_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010347","","",""
"S&M Brands, Inc.","Riverside Silver Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010348_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010348","","",""
"S&M Brands, Inc.","Riverside Teal Menthol 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010349_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010349","","",""
"S&M Brands, Inc.","Riverside Teal Menthol Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010350_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010350","","",""
"S&M Brands, Inc.","Valu Time Filter 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/UCM403973-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010351","","",""
"S&M Brands, Inc.","Valu Time Filter Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010352_Jun_27_2014_R_508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010352","","",""
"S&M Brands, Inc.","Valu Time Filter Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010353_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010353","","",""
"S&M Brands, Inc.","Valu Time Gold 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010354_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010354","","",""
"S&M Brands, Inc.","Valu Time Gold Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010355_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010355","","",""
"S&M Brands, Inc.","Valu Time Menthol 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010356_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010356","","",""
"S&M Brands, Inc.","Valu Time Menthol Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010357_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010357","","",""
"S&M Brands, Inc.","Valu Time Silver 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0010358_Jun_27_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0010358","","",""
